1,6660
1,7662
1,6445
1,5445
1,9969
1,7683
1,9186
1,7664
1,6359
1,6451
1,7560
1,9589
1,8185
1,8019
1,8332
1,8234
1,9038
1,7343
1,6770
1,9091
1,7292
1,9745
1,6914
1,6560
1,7365
1,5247
1,9060
1,8914
1,5130
1,7460
1,7720
1,6987
1,7529
1,8321
1,5460
1,8184
1,8049
1,7620
1,9278
1,9082
1,9025
1,6438
1,9822
1,5262
1,6468
1,8732
1,7691
1,6975
1,9063
1,9048
1,6473
1,8679
1,7472
1,5470
1,5477
1,5396
1,6475
1,5590
1,9827
1,5016
1,7875
1,5448
1,7181
1,7679
1,6640
1,5452
1,5297
1,8955
1,5833
1,6638
1,8792
1,9612
1,7569
1,9029
1,6796
1,7687
1,9062
1,5943
1,9390
1,9036
1,9739
1,6836
1,6404
1,5547
1,5467
1,5239
1,9636
1,5727
1,7688
1,8080
1,10035
1,6448
1,9275
1,9441
1,5716
1,7846
1,5263
1,8907
1,8993
1,7597
1,8922
1,5121
1,9891
1,5342
1,5590
1,8038
1,9625
1,9138
1,7759
1,8266
1,9470
1,7503
1,8241
1,9253
1,9704
1,6605
1,9945
1,6052
1,5418
1,6062
1,9190
1,8963
1,8753
1,9832
1,5824
1,9456
1,5350
1,6848
1,8058
1,5115
1,8856
1,5506
1,8370
1,7745
1,8375
1,6342
1,8925
1,6511
1,9315
1,6971
1,8678
1,8419
1,9869
1,5023
1,8019
1,9616
1,9161
1,6871
1,6916
1,6964
1,9156
1,9247
1,9371
1,8988
1,9394
1,7533
1,8002
1,7407
1,10025
1,7175
1,7987
1,7151
1,6108
1,9860
1,6460
1,5493
1,7387
1,8320
1,6915
1,6182
1,5957
1,7771
1,7964
1,7353
1,6133
1,8922
1,7460
1,7842
1,10034
1,9698
1,9648
1,5663
1,7909
1,7925
1,7876
1,8193
1,8606
1,5019
1,7953
1,7230
1,5825
1,8716
1,9487
1,5390
1,7553
1,7907
1,5901
1,9209
1,5483
1,9198
1,6870
1,5698
1,9579
1,6310
1,7789
1,6849
1,7853
1,6473
1,9075
1,5907
1,6006
1,5690
1,8605
1,6601
1,7335
1,7027
1,9281
1,7844
1,9891
1,8416
1,6308
1,8504
1,5954
1,5585
1,9968
1,5323
1,7810
1,6937
1,6171
1,8446
1,8741
1,7730
1,5687
1,6567
1,5686
1,7991
1,7598
1,7735
1,7386
1,9574
1,9595
1,9684
1,8162
1,5387
1,6796
1,5829
1,6512
1,9069
1,9322
1,9779
1,5350
1,6470
1,9665
1,8124
1,5400
1,5174
1,5664
1,9821
1,9625
1,5169
1,7884
1,8485
1,5145
1,6907
1,9079
1,9582
1,6299
1,6965
1,7183
1,8564
1,9415
1,9593
1,6183
1,6381
1,5660
1,5697
1,9078
1,8980
1,8710
1,9323
1,5672
1,6471
1,7732
1,6300
1,6927
1,8374
1,5158
1,5906
1,6484
1,5937
1,6850
1,8270
1,9652
1,9090
1,5730
1,9076
1,9584
1,7163
1,9545
1,9050
1,9180
1,9591
1,6848
1,7335
1,6470
1,9891
1,8856
1,10034
1,5506
1,8370
1,6342
1,8925
1,7925
1,7876
1,7730
1,9079
1,6567
1,8419
1,8564
1,9487
1,9616
1,7907
1,9247
1,9371
1,7735
1,7732
1,7533
1,6484
1,6850
1,8270
1,6849
1,9684
1,6182
1,6796
1,6473
1,7964
1,6848
1,7335
1,6470
1,9891
1,8856
1,7460
1,10034
1,5585
1,5174
1,5506
1,8370
1,9821
1,9625
1,7884
1,7745
1,8375
1,7909
1,6342
1,8925
1,7925
1,7876
1,8741
1,5145
1,7730
1,5019
1,5687
1,9079
1,6567
1,8419
1,7183
1,7230
1,8564
1,9487
1,9616
1,5697
1,9161
1,7907
1,6871
1,9247
1,9371
1,9198
1,7735
1,6471
1,7732
1,6300
1,7533
1,9574
1,6484
1,6850
1,7151
1,8270
1,9652
1,6849
1,5493
1,9684
1,5730
1,9076
1,9584
1,6182
1,6796
1,5957
1,6473
1,5907
1,9591
1,7964
1,9069
1,8855
1,9229
1,6096
1,8939
1,6078
1,8646
1,8282
1,9625
1,8778
1,7207
1,6422
1,6901
1,6193
1,5076
1,5755
1,5303
1,7006
1,9260
1,6411
1,8057
1,7435
1,5486
1,8470
1,9405
1,7722
1,9790
1,5413
1,7644
1,8595
1,6991
1,5976
1,6959
1,6472
1,7774
1,9863
1,7808
1,9116
1,5855
1,5950
1,7350
1,8328
1,6462
1,7472
1,5487
1,6860
1,7724
1,9068
1,5988
1,8965
1,5649
1,6464
1,6998
1,7461
1,5729
1,8977
1,6328
1,9120
1,8766
1,8976
1,5837
1,7882
1,9681
1,6106
1,5381
1,7721
1,6463
1,6865
1,5369
1,9069
1,7002
1,5646
1,5488
1,7723
1,6909
1,7596
1,9070
1,6465
1,5878
1,9548
1,8664
1,5324
1,7307
1,8611
1,6386
1,8068
1,7753
1,9767
1,5125
1,8137
1,7610
1,5793
1,8091
1,6557
1,9150
1,7603
1,5562
1,9871
1,5995
1,5378
1,9082
1,7011
1,5000
1,7748
1,8971
1,8082
1,6378
1,5505
1,9662
1,7746
1,6780
1,8340
1,8573
1,7033
1,9391
1,7825
1,7603
1,6474
1,7746
1,9099
1,6378
1,6778
2,6660
2,7662
2,6445
2,5445
2,9969
2,7683
2,9186
2,7664
2,6359
2,6451
2,7560
2,9589
2,8185
2,8019
2,8332
2,8234
2,9038
2,7343
2,6770
2,9091
2,7292
2,9745
2,6914
2,6560
2,7365
2,5247
2,9060
2,8914
2,5130
2,7460
2,7720
2,6987
2,7529
2,8321
2,5460
2,8184
2,8049
2,7620
2,9278
2,9082
2,9025
2,6438
2,9822
2,5262
2,6468
2,8732
2,7691
2,6975
2,9063
2,9048
2,6473
2,8679
2,7472
2,5470
2,5477
2,5396
2,6475
2,5590
2,9827
2,5016
2,7875
2,5448
2,7181
2,7679
2,6640
2,5452
2,5297
2,8955
2,5833
2,6638
2,8792
2,9612
2,7569
2,9029
2,6796
2,7687
2,9062
2,5943
2,9390
2,9036
2,9739
2,6836
2,6404
2,5547
2,5467
2,5239
2,9636
2,5727
2,7688
2,8080
2,10035
2,6448
2,9275
2,9441
2,5716
2,7846
2,5263
2,8907
2,8993
2,7597
2,8922
2,5121
2,9891
2,5342
2,5590
2,8038
2,9625
2,9138
2,7759
2,8266
2,9470
2,7503
2,8241
2,9253
2,9704
2,6605
2,9945
2,6052
2,5418
2,6062
2,9190
2,8963
2,8753
2,9832
2,5824
2,9456
2,5350
2,6848
2,8058
2,5115
2,8856
2,5506
2,8370
2,7745
2,8375
2,6342
2,8925
2,6511
2,9315
2,6971
2,8678
2,8419
2,9869
2,5023
2,8019
2,9616
2,9161
2,6871
2,6916
2,6964
2,9156
2,9247
2,9371
2,8988
2,9394
2,7533
2,8002
2,7407
2,10025
2,7175
2,7987
2,7151
2,6108
2,9860
2,6460
2,5493
2,7387
2,8320
2,6915
2,6182
2,5957
2,7771
2,7964
2,7353
2,6133
2,8922
2,7460
2,7842
2,10034
2,9698
2,9648
2,5663
2,7909
2,7925
2,7876
2,8193
2,8606
2,5019
2,7953
2,7230
2,5825
2,8716
2,9487
2,5390
2,7553
2,7907
2,5901
2,9209
2,5483
2,9198
2,6870
2,5698
2,9579
2,6310
2,7789
2,6849
2,7853
2,6473
2,9075
2,5907
2,6006
2,5690
2,8605
2,6601
2,7335
2,7027
2,9281
2,7844
2,9891
2,8416
2,6308
2,8504
2,5954
2,5585
2,9968
2,5323
2,7810
2,6937
2,6171
2,8446
2,8741
2,7730
2,5687
2,6567
2,5686
2,7991
2,7598
2,7735
2,7386
2,9574
2,9595
2,9684
2,8162
2,5387
2,6796
2,5829
2,6512
2,9069
2,9322
2,9779
2,5350
2,6470
2,9665
2,8124
2,5400
2,5174
2,5664
2,9821
2,9625
2,5169
2,7884
2,8485
2,5145
2,6907
2,9079
2,9582
2,6299
2,6965
2,7183
2,8564
2,9415
2,9593
2,6183
2,6381
2,5660
2,5697
2,9078
2,8980
2,8710
2,9323
2,5672
2,6471
2,7732
2,6300
2,6927
2,8374
2,5158
2,5906
2,6484
2,5937
2,6850
2,8270
2,9652
2,9090
2,5730
2,9076
2,9584
2,7163
2,9545
2,9050
2,9180
2,9591
2,6848
2,7335
2,6470
2,9891
2,8856
2,10034
2,5506
2,8370
2,6342
2,8925
2,7925
2,7876
2,7730
2,9079
2,6567
2,8419
2,8564
2,9487
2,9616
2,7907
2,9247
2,9371
2,7735
2,7732
2,7533
2,6484
2,6850
2,8270
2,6849
2,9684
2,6182
2,6796
2,6473
2,7964
2,6848
2,7335
2,6470
2,9891
2,8856
2,7460
2,10034
2,5585
2,5174
2,5506
2,8370
2,9821
2,9625
2,7884
2,7745
2,8375
2,7909
2,6342
2,8925
2,7925
2,7876
2,8741
2,5145
2,7730
2,5019
2,5687
2,9079
2,6567
2,8419
2,7183
2,7230
2,8564
2,9487
2,9616
2,5697
2,9161
2,7907
2,6871
2,9247
2,9371
2,9198
2,7735
2,6471
2,7732
2,6300
2,7533
2,9574
2,6484
2,6850
2,7151
2,8270
2,9652
2,6849
2,5493
2,9684
2,5730
2,9076
2,9584
2,6182
2,6796
2,5957
2,6473
2,5907
2,9591
2,7964
2,9069
2,8855
2,9229
2,6096
2,8939
2,6078
2,8646
2,8282
2,9625
2,8778
2,7207
2,6422
2,6901
2,6193
2,5076
2,5755
2,5303
2,7006
2,9260
2,6411
2,8057
2,7435
2,5486
2,8470
2,9405
2,7722
2,9790
2,5413
2,7644
2,8595
2,6991
2,5976
2,6959
2,6472
2,7774
2,9863
2,7808
2,9116
2,5855
2,5950
2,7350
2,8328
2,6462
2,7472
2,5487
2,6860
2,7724
2,9068
2,5988
2,8965
2,5649
2,6464
2,6998
2,7461
2,5729
2,8977
2,6328
2,9120
2,8766
2,8976
2,5837
2,7882
2,9681
2,6106
2,5381
2,7721
2,6463
2,6865
2,5369
2,9069
2,7002
2,5646
2,5488
2,7723
2,6909
2,7596
2,9070
2,6465
2,5878
2,9548
2,8664
2,5324
2,7307
2,8611
2,6386
2,8068
2,7753
2,9767
2,5125
2,8137
2,7610
2,5793
2,8091
2,6557
2,9150
2,7603
2,5562
2,9871
2,5995
2,5378
2,9082
2,7011
2,5000
2,7748
2,8971
2,8082
2,6378
2,5505
2,9662
2,7746
2,6780
2,8340
2,8573
2,7033
2,9391
2,7825
2,7603
2,6474
2,7746
2,9099
2,6378
2,6778
3,6660
3,7662
3,6445
3,5445
3,9969
3,7683
3,9186
3,7664
3,6359
3,6451
3,7560
